Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/


"Crime reported by Chicago Police Dept, Illinois"
Year,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,
1985,12,   2998841,,         666,,      26892,      29096,,          22.2,,         896.7,         970.2
1986,12,   3003105,,         744,,      30918,      33529,,          24.8,,       1029.5,       1116.5
1987,12,   3018338,,         687,,      29815,      34172,,          22.8,,         987.8,       1132.1
1988,12,   2994100,,         660,,      28975,      35988,,          22.0,,         967.7,       1202.0
1989,12,   2988260,,         742,,      31588,      37615,,          24.8,,       1057.1,       1258.8
1990,12,   2783726,,         850,,      37156,      41114,,          30.5,,       1334.8,       1476.9
1991,12,   2811478,,         925,,      43783,      42237,,          32.9,,       1557.3,       1502.3
1992,12,   2832901,,         939,,      38448,      41080,,          33.1,,       1357.2,       1450.1
1993,12,   2788996,,         845,,      35189,      39753,,          30.3,,       1261.7,       1425.4
1994,12,   2802494,,         928,,      33925,      40380,,          33.1,,       1210.5,       1440.9
1995,12,   2749811,,         824,,      30086,      39205,,          30.0,,       1094.1,       1425.7
1996,12,   2754118,,         789,,      26860,      37097,,          28.6,,         975.3,       1347.0
1997,12,   2765852,,         757,,      25289,      36519,,          27.4,,         914.3,       1320.4
1998,12,   2750917,,         703,,      23117,      36110,,          25.6,,         840.3,       1312.7
1999,12,   2821032,,         641,,      20210,      28027,,          22.7,,         716.4,         993.5
2000,12,   2896016,,         631,,      19345,      26545,,          21.8,,         668.0,         916.6
2001,12,   2910709,,         666,,      18433,      25533,,          22.9,,         633.3,         877.2
2002,12,   2938299,,         648,,      18532,      24842,,          22.1,,         630.7,         845.5
2003,12,   2898374,,         598,,      17302,      19784,,          20.6,,         597.0,         682.6
2004,12,   2882746,,         448,,      15912,      18746,,          15.5,,         552.0,         650.3
2005,12,   2873441,,         448,,      15964,      17943,,          15.6,,         555.6,         624.4
2006,12,   2857796,,         468,,      15863,      17445,,          16.4,,         555.1,         610.4
2007,12,   2824434,,         443,,      15425,      17424,,          15.7,,         546.1,         616.9
2008,12,   2829304,,         510,,      16653,      17032,,          18.0,,         588.6,         602.0
2009,12,   2848431,,         458,,      15877,      15727,,          16.1,,         557.4,         552.1
2010,12,   2695598,,         432,,      14213,      13757,,          16.0,,         527.3,         510.4
2011,12,   2703713,,         431,,      13975,      12408,,          15.9,,         516.9,         458.9
2012,12,   2708382,,         500,,      13476,      12272,,          18.5,,         497.6,         453.1

"Notes: When data are unavailable, the cells are blank or the year is not presented."



"           Rates are the number of reported offenses per 100,000 population"

          Crime rates are not available for agencies that report data for less than 12 months of a year.

" Illinois agencies 1985-2009 - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."

" The exception, however, is Rockford, Illinois. The agency has provided valid forcible rape crime counts as of 2006."

"         Chicago Police Dept, Illinois 2010 - The data collection methodology for the offense of forcible rape used by the Chicago, Illinois, does not comply with national Uniform Crime Reporting Program guidelines.  Consequently, its figures for forcible rape and violent crime (of which forcible rape is a part) are not included in this Tool."

"         Chicago Police Dept, Illinois 2011 - The data collection methodology for the offense of forcible rape used by the Chicago, Illinois, does not comply with national Uniform Crime Reporting Program guidelines."

"         Chicago Police Dept, Illinois 2012 - The data collection methodology for the offense of forcible rape used by Chicago, Illinois, and the Minnesota state UCR Program (with the exception of Minneapolis and St. Paul, Minnesota) does not comply with national UCR Program guidelines.  Consequently, its figures for forcible rape and violent crime (of which forcible rape is a part) are not published in this table."

"Sources: FBI, Uniform Crime Reports, prepared by the National Archive of Criminal Justice Data"
Date of download: Oct 14 2016
